"id";"description";"image_path";"release_date";"title";"tmdb_id"
875;"A tough-on-crime street cop must protect the only surviving witness to a strange murderous cult with far reaching plans.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/jCxfbTh8JvJil5edhNywxaTHoWv.jpg";"1986-03-21 00:00:00.000000";"Cobra";9874
876;"Leonard Shelby is tracking down the man who raped and murdered his wife. The difficulty of locating his wife's killer, however, is compounded by the fact that he suffers from a rare, untreatable form of short-term memory loss. Although he can recall details of life before his accident, Leonard cannot remember what happened fifteen minutes ago, where he's going, or why.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/yuNs09hvpHVU1cBTCAk9zxsL2oW.jpg";"2000-10-11 00:00:00.000000";"Memento";77
877;"Bond takes on a North Korean leader who undergoes DNA replacement procedures that allow him to assume different identities. American agent, Jinx Johnson assists Bond in his attempt to thwart the villain's plans to exploit a satellite that is powered by solar energy.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/zV3Kwb8KaIHIKovQBlCeEgJn7AZ.jpg";"2002-11-17 00:00:00.000000";"Die Another Day";36669
878;"After a gentle alien becomes stranded on Earth, the being is discovered and befriended by a young boy named Elliott. Bringing the extraterrestrial into his suburban California house, Elliott introduces E.T., as the alien is dubbed, to his brother and his little sister, Gertie, and the children decide to keep its existence a secret. Soon, however, E.T. falls ill, resulting in government intervention and a dire situation for both Elliott and the alien.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/an0nD6uq6byfxXCfk6lQBzdL2J1.jpg";"1982-06-11 00:00:00.000000";"E.T. the Extra-Terrestrial";601
879;"A botched robbery indicates a police informant, and the pressure mounts in the aftermath at a warehouse. Crime begets violence as the survivors -- veteran Mr. White, newcomer Mr. Orange, psychopathic parolee Mr. Blonde, bickering weasel Mr. Pink and Nice Guy Eddie -- unravel.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/AjTtJNumZyUDz33VtMlF1K8JPsE.jpg";"1992-09-02 00:00:00.000000";"Reservoir Dogs";500
880;"It sounded like just another urban legend: A videotape filled with nightmarish images, leading to a phone call foretelling the viewer's death in exactly seven days. As a newspaper reporter, Rachel Keller was naturally skeptical of the story, until four teenagers all met with mysterious deaths exactly one week after watching just such a tape. Allowing her investigative curiosity to get the better of her, Rachel tracks down the video... and watches it. Now she has just seven days to unravel the mystery of the Ring.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/gghD2ZIPjMzLnnBuT3AZQGYnIW9.jpg";"2002-10-18 00:00:00.000000";"The Ring";565
881;"It's 1863. America was born in the streets. Amsterdam Vallon returns to the Five Points of America to seek vengeance against the psychotic gangland kingpin, Bill the Butcher, who murdered his father years earlier. With an eager pickpocket by his side and a whole new army, Vallon fights his way to seek vengeance on the Butcher and restore peace in the area.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/lemqKtcCuAano5aqrzxYiKC8kkn.jpg";"2002-12-14 00:00:00.000000";"Gangs of New York";3131
882;"";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/g9i3LTMYLRHvCYSKimZEfd1Vqy7.jpg";"1977-06-17 00:00:00.000000";"Exorcist II: The Heretic";11586
883;"Thanks to an untimely demise via drowning, a young couple end up as poltergeists in their New England farmhouse, where they fail to meet the challenge of scaring away the insufferable new owners, who want to make drastic changes. In desperation, the undead newlyweds turn to an expert frightmeister, but he's got a diabolical agenda of his own.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/nnl6OWkyPpuMm595hmAxNW3rZFn.jpg";"1988-03-30 00:00:00.000000";"Beetlejuice";4011
884;"Marty and Doc are at it again in this wacky sequel to the 1985 blockbuster as the time-traveling duo head to 2015 to nip some McFly family woes in the bud. But things go awry thanks to bully Biff Tannen and a pesky sports almanac. In a last-ditch attempt to set things straight, Marty finds himself bound for 1955 and face to face with his teenage parents -- again.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/YBawEsTkUZBDajKbd5LiHkmMGf.jpg";"1989-11-22 00:00:00.000000";"Back to the Future Part II";165
885;"Volcanologist Harry Dalton comes to the sleepy town of Dante's Peak to investigate the recent rumblings of the dormant volcano the burg is named for. Before long, his worst fears are realized when a massive eruption hits, and immediately, Harry, the mayor and the townspeople find themselves fighting for their lives amid a catastrophic nightmare.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/chApdYLprUhuAVpeBXn2Ytytyo6.jpg";"1997-02-07 00:00:00.000000";"Dante's Peak";9619
886;"Raj is a rich, carefree, happy-go-lucky second generation NRI. Simran is the daughter of Chaudhary Baldev Singh, who in spite of being an NRI is very strict about adherence to Indian values. Simran has left for India to be married to her childhood fiancé. Raj leaves for India with a mission at his hands, to claim his lady love under the noses of her whole family. Thus begins a saga.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/2CAL2433ZeIihfX1Hb2139CX0pW.jpg";"1995-10-20 00:00:00.000000";"Dilwale Dulhania Le Jayenge";19404
887;"Australian good girl Sandy and greaser Danny fell in love over the summer. But when they unexpectedly discover they're now in the same high school, will they be able to rekindle their romance despite their eccentric friends?";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/9L4p8N1nQmAdAAfiaWlLuYs7dZt.jpg";"1978-07-07 00:00:00.000000";"Grease";621
888;"Jesse becomes reunited with Willy three years after the whale's jump to freedom as the teenager tries to rescue the killer whale and other orcas from an oil spill.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/dmf2us4DEouKac7nIRfvonz1mFt.jpg";"1995-07-19 00:00:00.000000";"Free Willy 2: The Adventure Home";9073
889;"'Toon star Roger is worried that his wife Jessica is playing pattycake with someone else, so the studio hires detective Eddie Valiant to snoop on her. But the stakes are quickly raised when Marvin Acme is found dead and Roger is the prime suspect.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/62ANPHW3Md8civs7cbmfeiQLfxW.jpg";"1988-06-21 00:00:00.000000";"Who Framed Roger Rabbit";856
890;"Mowgli has been living in the man-village with his little stepbrother Ranjan and his best friend Shanti. But the man-cub still has that jungle rhythm in his heart, and he misses his old buddies Baloo and Bagheera. When Mowgli wanders back to the wild for some swingin' fun, he soon finds the man-eating tiger Shere Khan is lurking in the shadows and planning his revenge.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/DhuskQc9lSjPiYKr9hy0AZ7uiC.jpg";"2003-02-07 00:00:00.000000";"The Jungle Book 2";14873
891;"In Italy in the 1930s, sky pirates in biplanes terrorize wealthy cruise ships as they sail the Adriatic Sea. The only pilot brave enough to stop the scourge is the mysterious Porco Rosso, a former World War I flying ace who was somehow turned into a pig during the war. As he prepares to battle the pirate crew's American ace, Porco Rosso enlists the help of spunky girl mechanic Fio Piccolo and his longtime friend Madame Gina.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/byKAndF6KQSDpGxp1mTr23jPbYp.jpg";"1992-07-18 00:00:00.000000";"Porco Rosso";11621
892;"A wheelchair-bound photographer spies on his neighbors from his apartment window and becomes convinced one of them has committed murder.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/qitnZcLP7C9DLRuPpmvZ7GiEjJN.jpg";"1954-09-01 00:00:00.000000";"Rear Window";567
893;"Jeffrey 'The Dude' Lebowski, a Los Angeles slacker who only wants to bowl and drink White Russians, is mistaken for another Jeffrey Lebowski, a wheelchair-bound millionaire, and finds himself dragged into a strange series of events involving nihilists, adult film producers, ferrets, errant toes, and large sums of money.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/d4J7GotCjvDJBAYayZBTc5nLbbP.jpg";"1998-03-06 00:00:00.000000";"The Big Lebowski";115
894;"After a car crash, a criminal psychologist regains consciousness only to find that she's a patient in the same mental institution that currently employs her. It seems she's been accused of murdering her husband—but she has no memory of committing the crime. As she tries to regain her memory and convince her co-workers of her innocence, a vengeful spirit uses her as an earthly pawn, which further convinces everyone of her guilt.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/frSGNQcWx1ek8dCduFYCux1ho7n.jpg";"2003-11-21 00:00:00.000000";"Gothika";4970
895;"The continuing adventures of Lilo, a little Hawaiian girl, and Stitch, the galaxy's most wanted extraterrestrial. Stitch, Pleakley, and Dr. Jumba are all part of the household now. But what Lilo and Stitch don't know is that Dr. Jumba brought one of his alien ""experiments"" to Hawaii.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/cBvmxtDDlnBbPkLdQyJwbxdhjqk.jpg";"2003-08-26 00:00:00.000000";"Stitch! The Movie";15567
896;"Obsessive master thief, Neil McCauley leads a top-notch crew on various daring heists throughout Los Angeles while determined detective, Vincent Hanna pursues him without rest. Each man recognizes and respects the ability and the dedication of the other even though they are aware their cat-and-mouse game may end in violence.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/obpPQskaVpSiC9RcJRB6iWDTCXS.jpg";"1995-12-15 00:00:00.000000";"Heat";949
897;"Burt Gummer returns home to Perfection, Nev., to find that the town of terror has become a theme park, and when the simulated giant worm attacks turn real, the survivalist must battle the creatures once again. Gummer pits his impressive knowledge of weaponry against the newest and deadliest generation of flesh-eating graboids, with help from two young entrepreneurs.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/2dpgRy7ekDUNNk2FxYPkxBcG8li.jpg";"2001-10-02 00:00:00.000000";"Tremors 3: Back to Perfection";10829
898;"When a virus leaks from a top-secret facility, turning all resident researchers into ravenous zombies and their lab animals into mutated hounds from hell, the government sends in an elite military task force to contain the outbreak. Alice and Rain are charged with leading the mission. But they only have three hours before the pathogen becomes airborne and infects the world.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/1UKNef590A0ZaMnxsscIcWuK1Em.jpg";"2002-03-15 00:00:00.000000";"Resident Evil";1576
899;"A man blinded in a childhood accident fights crime using his superhumanly-elevated remaining senses.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/oCDBwSkntYamuw8VJIxMRCtDBmi.jpg";"2003-02-14 00:00:00.000000";"Daredevil";9480
900;"Charlie Croker pulled off the crime of a lifetime. The one thing that he didn't plan on was being double-crossed. Along with a drop-dead gorgeous safecracker, Croker and his team take off to re-steal the loot and end up in a pulse-pounding, pedal-to-the-metal chase that careens up, down, above and below the streets of Los Angeles.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/eSkjK4kctyrWpFhxl35GPvSs6tI.jpg";"2003-05-30 00:00:00.000000";"The Italian Job";9654
901;"Hallie Parker and Annie James are identical twins separated at a young age because of their parents' divorce. unknowingly to their parents, the girls are sent to the same summer camp where they meet, discover the truth about themselves, and then plot with each other to switch places. Hallie meets her mother, and Annie meets her father for the first time in years.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/a3XOGrrAjl1wwiumtACWBufg6AL.jpg";"1998-07-28 00:00:00.000000";"The Parent Trap";9820
902;"Shaggy is turned into a werewolf, and it's up to Scooby, Scrappy and Shaggy's girlfriend to help him win a race against other monsters, and become human again.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/cXUQuHnNBxFSZAmYfogMfrcvMk7.jpg";"1988-11-13 00:00:00.000000";"Scooby-Doo! and the Reluctant Werewolf";37211
903;"When Ashtray (Shawn Wayans) moves to South Central L.A. to live with his father (who appears to be the same age he is) and grandmother (who likes to talk tough and smoke reefer), he falls in with his gang-banging cousin Loc Dog (Marlon Wayans), who along with the requisite pistols and Uzi carries a thermo-nuclear warhead for self-defense. Will Ashtray be able to keep living the straight life?";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/HZQBF7JDd2e9p4rPSbSHuWHaCC.jpg";"1996-01-12 00:00:00.000000";"Don't Be a Menace to South Central While Drinking Your Juice in the Hood";10607
904;"The Mystery Inc. gang have gone their separate ways and have been apart for two years, until they each receive an invitation to Spooky Island. Not knowing that the others have also been invited, they show up and discover an amusement park that affects young visitors in very strange ways.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/98zsG0FX7z6R4i5q0HONLM21dpt.jpg";"2002-06-14 00:00:00.000000";"Scooby-Doo";9637
